accident_year,incurred_date,claim_id,policy_id,development_month,incurred_loss,development_date
2024,2024-01-01,2,979.0,9,7.864860312961822,2024-10-01
2024,2024-01-01,2,979.0,6,6.108457648621242,2024-07-01
2024,2024-01-01,2,979.0,3,3.46712485311227,2024-04-01
2024,2024-01-01,2,979.0,0,1.8099274963489824,2024-01-01
2024,2024-01-01,1,6135.0,18,4.432494983625175,2025-07-01
2024,2024-01-01,1,6135.0,15,3.847280428497789,2025-04-01
2024,2024-01-01,1,6135.0,12,3.4852038489203734,2025-01-01
2024,2024-01-01,1,6135.0,9,3.743370395523522,2024-10-01
2024,2024-01-01,1,6135.0,6,3.425457865962459,2024-07-01
2024,2024-01-01,1,6135.0,3,2.3560986601095943,2024-04-01
2024,2024-01-01,1,6135.0,0,1.1658605566455564,2024-01-01
2024,2024-01-01,1,8466.0,18,6.523441385826382,2025-07-01
2024,2024-01-01,1,8466.0,15,5.822806417734547,2025-04-01
2024,2024-01-01,1,8466.0,12,6.010608650970343,2025-01-01
2024,2024-01-01,1,8466.0,9,4.748429082301091,2024-10-01
2024,2024-01-01,1,8466.0,6,4.133963886241576,2024-07-01
2024,2024-01-01,1,8466.0,3,2.612005141122344,2024-04-01
2024,2024-01-01,1,8466.0,0,1.319250477251474,2024-01-01
2024,2024-01-01,1,8679.0,18,6.108507966327082,2025-07-01
2024,2024-01-01,1,8679.0,15,6.712009062899755,2025-04-01
2024,2024-01-01,1,8679.0,12,6.706752492305626,2025-01-01
2024,2024-01-01,1,8679.0,9,6.08040086848215,2024-10-01
2024,2024-01-01,1,8679.0,6,4.95670689763995,2024-07-01
2024,2024-01-01,1,8679.0,3,3.3233980208672502,2024-04-01
2024,2024-01-01,1,8679.0,0,1.7642958405302398,2024-01-01
2024,2024-01-02,1,2049.0,18,7.756305803118378,2025-07-02
2024,2024-01-02,1,2049.0,15,7.894616986741973,2025-04-02
2024,2024-01-02,1,2049.0,12,8.034620731890152,2025-01-02
2024,2024-01-02,1,2049.0,9,6.638631439576954,2024-10-02
2024,2024-01-02,1,2049.0,6,6.258277681957424,2024-07-02
2024,2024-01-02,1,2049.0,3,5.050773416075956,2024-04-02
2024,2024-01-02,1,2049.0,0,2.494195722389908,2024-01-02
2024,2024-01-02,1,1923.0,18,4.646347447545549,2025-07-02
2024,2024-01-02,1,1923.0,15,4.648757545899776,2025-04-02
2024,2024-01-02,1,1923.0,12,4.380872842516757,2025-01-02
2024,2024-01-02,1,1923.0,9,3.430218845581822,2024-10-02
2024,2024-01-02,1,1923.0,6,3.040806104272752,2024-07-02
2024,2024-01-02,1,1923.0,3,2.0816731792800587,2024-04-02
2024,2024-01-02,1,1923.0,0,0.9774439153277772,2024-01-02
2024,2024-01-02,1,3659.0,18,5.591069666330234,2025-07-02
2024,2024-01-02,1,3659.0,15,5.929759354289674,2025-04-02
2024,2024-01-02,1,3659.0,12,5.606854293101228,2025-01-02
2024,2024-01-02,1,3659.0,9,4.939114071758654,2024-10-02
2024,2024-01-02,1,3659.0,6,3.706262351349362,2024-07-02
2024,2024-01-02,1,3659.0,3,2.9678787387820456,2024-04-02
2024,2024-01-02,1,3659.0,0,1.3412120448309808,2024-01-02
2024,2024-01-02,1,2552.0,18,4.7256186365192825,2025-07-02
2024,2024-01-02,1,2552.0,15,5.556402252387521,2025-04-02
2024,2024-01-02,1,2552.0,12,5.189812761369314,2025-01-02
2024,2024-01-02,1,2552.0,9,4.866364376420033,2024-10-02
2024,2024-01-02,1,2552.0,6,3.939989922437002,2024-07-02
2024,2024-01-02,1,2552.0,3,2.7004917525945777,2024-04-02
2024,2024-01-02,1,2552.0,0,1.3442764541007903,2024-01-02
2024,2024-01-02,1,3137.0,18,4.052678652172965,2025-07-02
2024,2024-01-02,1,3137.0,15,3.640219342921955,2025-04-02
2024,2024-01-02,1,3137.0,12,3.008247874709065,2025-01-02
2024,2024-01-02,1,3137.0,9,2.8543910866494464,2024-10-02
2024,2024-01-02,1,3137.0,6,2.6425730791382755,2024-07-02
2024,2024-01-02,1,3137.0,3,1.9171786233549597,2024-04-02
2024,2024-01-02,1,3137.0,0,0.8595990238580123,2024-01-02
2024,2024-01-02,1,9718.0,18,9.73722267368543,2025-07-02
2024,2024-01-02,1,9718.0,15,9.193249368621176,2025-04-02
2024,2024-01-02,1,9718.0,12,8.49416023823859,2025-01-02
2024,2024-01-02,1,9718.0,9,7.5496987822735795,2024-10-02
2024,2024-01-02,1,9718.0,6,6.5397605796040885,2024-07-02
2024,2024-01-02,1,9718.0,3,3.9361477700427914,2024-04-02
2024,2024-01-02,1,9718.0,0,1.8312081197611003,2024-01-02
2024,2024-01-02,1,1415.0,18,5.92988668710795,2025-07-02
2024,2024-01-02,1,1415.0,15,7.643191981640265,2025-04-02
2024,2024-01-02,1,1415.0,12,7.557873259785806,2025-01-02
2024,2024-01-02,1,1415.0,9,6.634506794873664,2024-10-02
2024,2024-01-02,1,1415.0,6,5.385412889260202,2024-07-02
2024,2024-01-02,1,1415.0,3,3.8401847401745277,2024-04-02
2024,2024-01-02,1,1415.0,0,2.149502345775643,2024-01-02
2024,2024-01-02,2,1415.0,18,8.319945766935353,2025-07-02
2024,2024-01-02,2,1415.0,15,7.295747003307443,2025-04-02
2024,2024-01-02,2,1415.0,12,7.504709557196691,2025-01-02
2024,2024-01-02,2,1415.0,9,7.044765919965589,2024-10-02
2024,2024-01-02,2,1415.0,6,5.840246678096791,2024-07-02
2024,2024-01-02,2,1415.0,3,3.7647849030183975,2024-04-02
2024,2024-01-02,2,1415.0,0,1.62804561083792,2024-01-02
2024,2024-01-02,1,8670.0,18,10.55153942102982,2025-07-02
2024,2024-01-02,1,8670.0,15,10.688568253078163,2025-04-02
2024,2024-01-02,1,8670.0,12,10.582798671150199,2025-01-02
2024,2024-01-02,1,8670.0,9,9.276679666116081,2024-10-02
2024,2024-01-02,1,8670.0,6,7.791398860621055,2024-07-02
2024,2024-01-02,1,8670.0,3,5.005208480232018,2024-04-02
2024,2024-01-02,1,8670.0,0,2.521960382924693,2024-01-02
2024,2024-01-02,1,9110.0,18,9.1224915757469,2025-07-02
2024,2024-01-02,1,9110.0,15,10.55062334401066,2025-04-02
2024,2024-01-02,1,9110.0,12,11.383627213885108,2025-01-02
2024,2024-01-02,1,9110.0,9,10.523814628319704,2024-10-02
2024,2024-01-02,1,9110.0,6,7.937894382572629,2024-07-02
2024,2024-01-02,1,9110.0,3,5.802810033689902,2024-04-02
2024,2024-01-02,1,9110.0,0,3.397539982556944,2024-01-02
2024,2024-01-03,1,2868.0,18,14.80387201429659,2025-07-03
2024,2024-01-03,1,2868.0,15,14.894653544368879,2025-04-03
2024,2024-01-03,1,2868.0,12,13.738916581715346,2025-01-03
2024,2024-01-03,1,2868.0,9,12.77120383850474,2024-10-03
2024,2024-01-03,1,2868.0,6,12.540614317890572,2024-07-03
2024,2024-01-03,1,2868.0,3,8.428954372313315,2024-04-03
2024,2024-01-03,1,2868.0,0,4.33537151253388,2024-01-03
2024,2024-01-03,2,2868.0,18,8.331553741749518,2025-07-03
2024,2024-01-03,2,2868.0,15,8.493873713198562,2025-04-03
2024,2024-01-03,2,2868.0,12,8.305844189982206,2025-01-03
2024,2024-01-03,2,2868.0,9,7.719885665320522,2024-10-03
2024,2024-01-03,2,2868.0,6,5.7734255424255245,2024-07-03
2024,2024-01-03,2,2868.0,3,3.4274303498857126,2024-04-03
2024,2024-01-03,2,2868.0,0,1.437808768586587,2024-01-03
2024,2024-01-03,1,5154.0,18,5.507238236678721,2025-07-03
2024,2024-01-03,1,5154.0,15,5.982836461812771,2025-04-03
2024,2024-01-03,1,5154.0,12,5.398842661855303,2025-01-03
2024,2024-01-03,1,5154.0,9,5.468277197469734,2024-10-03
2024,2024-01-03,1,5154.0,6,4.8665877669959405,2024-07-03
2024,2024-01-03,1,5154.0,3,3.268121732092437,2024-04-03
2024,2024-01-03,1,5154.0,0,1.7701817650877336,2024-01-03
2024,2024-01-03,1,9400.0,18,5.456884973849102,2025-07-03
2024,2024-01-03,1,9400.0,15,6.306166218604322,2025-04-03
2024,2024-01-03,1,9400.0,12,5.287812290870963,2025-01-03
2024,2024-01-03,1,9400.0,9,4.56535312819002,2024-10-03
2024,2024-01-03,1,9400.0,6,3.2890862697488066,2024-07-03
2024,2024-01-03,1,9400.0,3,2.217271547617779,2024-04-03
2024,2024-01-03,1,9400.0,0,0.907240282041532,2024-01-03
2024,2024-01-03,1,5844.0,18,6.6266366895649425,2025-07-03
2024,2024-01-03,1,5844.0,15,5.716630129263059,2025-04-03
2024,2024-01-03,1,5844.0,12,5.297090615330845,2025-01-03
2024,2024-01-03,1,5844.0,9,3.9861954923569556,2024-10-03
2024,2024-01-03,1,5844.0,6,3.6221271024800745,2024-07-03
2024,2024-01-03,1,5844.0,3,2.1989194691286147,2024-04-03
2024,2024-01-03,1,5844.0,0,0.9943544159757886,2024-01-03
2024,2024-01-03,1,1037.0,18,4.464507797183154,2025-07-03
2024,2024-01-03,1,1037.0,15,3.903856816036949,2025-04-03
2024,2024-01-03,1,1037.0,12,3.5120438849929028,2025-01-03
2024,2024-01-03,1,1037.0,9,2.9444899091569052,2024-10-03
2024,2024-01-03,1,1037.0,6,2.393642093901339,2024-07-03
2024,2024-01-03,1,1037.0,3,1.8776934545887596,2024-04-03
2024,2024-01-03,1,1037.0,0,0.8843945408853833,2024-01-03
2024,2024-01-03,1,713.0,18,8.677580330983186,2025-07-03
2024,2024-01-03,1,713.0,15,7.09885573178809,2025-04-03
2024,2024-01-03,1,713.0,12,6.888329073675141,2025-01-03
2024,2024-01-03,1,713.0,9,6.222911390668862,2024-10-03
2024,2024-01-03,1,713.0,6,5.613248781631246,2024-07-03
2024,2024-01-03,1,713.0,3,4.105332565293895,2024-04-03
2024,2024-01-03,1,713.0,0,1.8768858217274844,2024-01-03
2024,2024-01-03,1,8948.0,18,9.438213198834932,2025-07-03
2024,2024-01-03,1,8948.0,15,8.725346039946709,2025-04-03
2024,2024-01-03,1,8948.0,12,6.916706782764117,2025-01-03
2024,2024-01-03,1,8948.0,9,6.598652830086728,2024-10-03
2024,2024-01-03,1,8948.0,6,5.477540917911869,2024-07-03
2024,2024-01-03,1,8948.0,3,3.9189742460827905,2024-04-03
2024,2024-01-03,1,8948.0,0,1.694881154113243,2024-01-03
2024,2024-01-03,1,9756.0,18,4.484287249995357,2025-07-03
2024,2024-01-03,1,9756.0,15,4.867860419731293,2025-04-03
2024,2024-01-03,1,9756.0,12,4.670318594219468,2025-01-03
2024,2024-01-03,1,9756.0,9,4.836878076533833,2024-10-03
2024,2024-01-03,1,9756.0,6,4.245897018767309,2024-07-03
2024,2024-01-03,1,9756.0,3,2.9182735997290132,2024-04-03
2024,2024-01-03,1,9756.0,0,1.358933631479827,2024-01-03
2024,2024-01-03,1,869.0,18,2.9923070529027935,2025-07-03
2024,2024-01-03,1,869.0,15,3.547079529398282,2025-04-03
2024,2024-01-03,1,869.0,12,3.277848218572414,2025-01-03
2024,2024-01-03,1,869.0,9,2.847094656413527,2024-10-03
2024,2024-01-03,1,869.0,6,2.193693587172288,2024-07-03
2024,2024-01-03,1,869.0,3,1.4744051812922114,2024-04-03
2024,2024-01-03,1,869.0,0,0.7419820942296272,2024-01-03
2024,2024-01-03,1,4380.0,18,3.6178303002907213,2025-07-03
2024,2024-01-03,1,4380.0,15,3.589699658275179,2025-04-03
2024,2024-01-03,1,4380.0,12,3.1674052608952463,2025-01-03
2024,2024-01-03,1,4380.0,9,2.816347389026712,2024-10-03
2024,2024-01-03,1,4380.0,6,2.23302160777543,2024-07-03
2024,2024-01-03,1,4380.0,3,1.5092601431765393,2024-04-03
2024,2024-01-03,1,4380.0,0,0.6972642728582725,2024-01-03
2024,2024-01-03,1,8312.0,18,7.156041677760129,2025-07-03
2024,2024-01-03,1,8312.0,15,8.112775520602424,2025-04-03
2024,2024-01-03,1,8312.0,12,7.20314277476163,2025-01-03
2024,2024-01-03,1,8312.0,9,6.540996494559837,2024-10-03
2024,2024-01-03,1,8312.0,6,5.033474553552568,2024-07-03
2024,2024-01-03,1,8312.0,3,3.778835995785618,2024-04-03
2024,2024-01-03,1,8312.0,0,1.6543578048405516,2024-01-03
2024,2024-01-03,1,2362.0,18,6.64640321202603,2025-07-03
2024,2024-01-03,1,2362.0,15,7.443124224910776,2025-04-03
2024,2024-01-03,1,2362.0,12,7.765273949101902,2025-01-03
2024,2024-01-03,1,2362.0,9,6.737124199346783,2024-10-03
2024,2024-01-03,1,2362.0,6,5.634355299859394,2024-07-03
2024,2024-01-03,1,2362.0,3,4.121046247385489,2024-04-03
2024,2024-01-03,1,2362.0,0,2.004721366163092,2024-01-03
2024,2024-01-03,1,5363.0,18,6.164510333690183,2025-07-03
2024,2024-01-03,1,5363.0,15,4.974812866553916,2025-04-03
2024,2024-01-03,1,5363.0,12,4.264906759781204,2025-01-03
2024,2024-01-03,1,5363.0,9,3.7653455697645954,2024-10-03
2024,2024-01-03,1,5363.0,6,2.7617016989753904,2024-07-03
2024,2024-01-03,1,5363.0,3,2.233749027599126,2024-04-03
2024,2024-01-03,1,5363.0,0,1.174344937590391,2024-01-03
2024,2024-01-03,1,622.0,18,7.996868880026757,2025-07-03
2024,2024-01-03,1,622.0,15,6.993934106850628,2025-04-03
2024,2024-01-03,1,622.0,12,6.617060716045546,2025-01-03
2024,2024-01-03,1,622.0,9,6.938869965819856,2024-10-03
2024,2024-01-03,1,622.0,6,5.343502497351209,2024-07-03
2024,2024-01-03,1,622.0,3,2.891764819734985,2024-04-03
2024,2024-01-03,1,622.0,0,1.4878887187013572,2024-01-03
2024,2024-01-03,1,6315.0,18,6.060454084531287,2025-07-03
2024,2024-01-03,1,6315.0,15,6.294683011425341,2025-04-03
2024,2024-01-03,1,6315.0,12,6.223301420464846,2025-01-03
2024,2024-01-03,1,6315.0,9,5.192904897458558,2024-10-03
2024,2024-01-03,1,6315.0,6,3.9923932620592653,2024-07-03
2024,2024-01-03,1,6315.0,3,2.5331455520998403,2024-04-03
2024,2024-01-03,1,6315.0,0,1.3821742202353255,2024-01-03
2024,2024-01-04,1,3843.0,18,4.357599870158005,2025-07-04
2024,2024-01-04,1,3843.0,15,4.354566009588862,2025-04-04
2024,2024-01-04,1,3843.0,12,4.9814208146828864,2025-01-04
2024,2024-01-04,1,3843.0,9,5.26115304100712,2024-10-04
2024,2024-01-04,1,3843.0,6,4.533518358838992,2024-07-04
2024,2024-01-04,1,3843.0,3,2.9669353961849163,2024-04-04
2024,2024-01-04,1,3843.0,0,1.4222227815044683,2024-01-04
2024,2024-01-04,1,4369.0,18,32.035136991113646,2025-07-04
2024,2024-01-04,1,4369.0,15,28.733878907419303,2025-04-04
2024,2024-01-04,1,4369.0,12,24.829533830653514,2025-01-04
2024,2024-01-04,1,4369.0,9,20.79288421963105,2024-10-04
2024,2024-01-04,1,4369.0,6,17.893330855674034,2024-07-04
2024,2024-01-04,1,4369.0,3,11.932487693620171,2024-04-04
2024,2024-01-04,1,4369.0,0,5.080623792357731,2024-01-04
2024,2024-01-04,1,3361.0,18,4.336112255779672,2025-07-04
2024,2024-01-04,1,3361.0,15,4.21513941208685,2025-04-04
2024,2024-01-04,1,3361.0,12,3.937435515591264,2025-01-04
2024,2024-01-04,1,3361.0,9,3.666438022408041,2024-10-04
2024,2024-01-04,1,3361.0,6,3.4571001891197968,2024-07-04
2024,2024-01-04,1,3361.0,3,2.506822947384394,2024-04-04
2024,2024-01-04,1,3361.0,0,1.1972448729994984,2024-01-04
2024,2024-01-04,1,4706.0,18,4.527124802815645,2025-07-04
2024,2024-01-04,1,4706.0,15,5.364709771050137,2025-04-04
2024,2024-01-04,1,4706.0,12,4.431752508119435,2025-01-04
2024,2024-01-04,1,4706.0,9,3.6562901037349382,2024-10-04
2024,2024-01-04,1,4706.0,6,2.946339389039575,2024-07-04
2024,2024-01-04,1,4706.0,3,2.203169463776215,2024-04-04
2024,2024-01-04,1,4706.0,0,1.0299172856001932,2024-01-04
2024,2024-01-04,1,4392.0,18,14.971289076960776,2025-07-04
2024,2024-01-04,1,4392.0,15,13.45533380774329,2025-04-04
2024,2024-01-04,1,4392.0,12,12.1853366979917,2025-01-04
2024,2024-01-04,1,4392.0,9,9.770653739476014,2024-10-04
2024,2024-01-04,1,4392.0,6,7.816634230013127,2024-07-04
2024,2024-01-04,1,4392.0,3,4.699300649040137,2024-04-04
2024,2024-01-04,1,4392.0,0,1.9097554128223169,2024-01-04
2024,2024-01-04,2,4392.0,18,14.932555017074991,2025-07-04
2024,2024-01-04,2,4392.0,15,16.03235880405542,2025-04-04
2024,2024-01-04,2,4392.0,12,13.461379560865396,2025-01-04
2024,2024-01-04,2,4392.0,9,12.122419991158711,2024-10-04
2024,2024-01-04,2,4392.0,6,9.01255483674714,2024-07-04
2024,2024-01-04,2,4392.0,3,5.756289734441595,2024-04-04
2024,2024-01-04,2,4392.0,0,3.0334039564571182,2024-01-04
2024,2024-01-04,1,1169.0,18,2.4292464015941775,2025-07-04
2024,2024-01-04,1,1169.0,15,2.585588528018296,2025-04-04
2024,2024-01-04,1,1169.0,12,2.7726585399693278,2025-01-04
2024,2024-01-04,1,1169.0,9,2.2010304060327384,2024-10-04
2024,2024-01-04,1,1169.0,6,1.7413743742120775,2024-07-04
2024,2024-01-04,1,1169.0,3,1.1692501826180048,2024-04-04
2024,2024-01-04,1,1169.0,0,0.5434324041102154,2024-01-04
2024,2024-01-04,1,8041.0,18,2.3853142069652535,2025-07-04
2024,2024-01-04,1,8041.0,15,2.2864410714579986,2025-04-04
2024,2024-01-04,1,8041.0,12,2.309407904454303,2025-01-04
2024,2024-01-04,1,8041.0,9,1.820498431190475,2024-10-04
2024,2024-01-04,1,8041.0,6,1.649463371560183,2024-07-04
2024,2024-01-04,1,8041.0,3,1.1216958178786707,2024-04-04
2024,2024-01-04,1,8041.0,0,0.643125249740083,2024-01-04
2024,2024-01-04,1,7572.0,18,10.259149798977075,2025-07-04
2024,2024-01-04,1,7572.0,15,10.017271453116651,2025-04-04
2024,2024-01-04,1,7572.0,12,10.004546991908903,2025-01-04
2024,2024-01-04,1,7572.0,9,8.65992908631379,2024-10-04
2024,2024-01-04,1,7572.0,6,7.472697319447452,2024-07-04
2024,2024-01-04,1,7572.0,3,5.152640278319623,2024-04-04
2024,2024-01-04,1,7572.0,0,2.6199485514789083,2024-01-04
2024,2024-01-04,1,6198.0,18,2.9836030148598893,2025-07-04
2024,2024-01-04,1,6198.0,15,3.496590439211111,2025-04-04
2024,2024-01-04,1,6198.0,12,2.7818328600990174,2025-01-04
2024,2024-01-04,1,6198.0,9,2.3497581168923323,2024-10-04
2024,2024-01-04,1,6198.0,6,1.8794170054572978,2024-07-04
2024,2024-01-04,1,6198.0,3,1.2305470146296595,2024-04-04
2024,2024-01-04,1,6198.0,0,0.5837809440680687,2024-01-04
2024,2024-01-04,1,113.0,18,3.2668382837908467,2025-07-04
2024,2024-01-04,1,113.0,15,3.0487170061393023,2025-04-04
2024,2024-01-04,1,113.0,12,2.8688803239996967,2025-01-04
2024,2024-01-04,1,113.0,9,2.6763273340011975,2024-10-04
2024,2024-01-04,1,113.0,6,2.2837288262669913,2024-07-04
2024,2024-01-04,1,113.0,3,1.7199517139652876,2024-04-04
2024,2024-01-04,1,113.0,0,0.7519661331470242,2024-01-04
2024,2024-01-05,1,1862.0,18,11.852538846211425,2025-07-05
2024,2024-01-05,1,1862.0,15,11.274481986358882,2025-04-05
2024,2024-01-05,1,1862.0,12,10.145221289254511,2025-01-05
2024,2024-01-05,1,1862.0,9,9.37323414691303,2024-10-05
2024,2024-01-05,1,1862.0,6,7.3686473782527875,2024-07-05
2024,2024-01-05,1,1862.0,3,5.086191099021034,2024-04-05
2024,2024-01-05,1,1862.0,0,2.5684797365370398,2024-01-05
2024,2024-01-05,2,1862.0,18,9.87468102137415,2025-07-05
2024,2024-01-05,2,1862.0,15,10.806526069229301,2025-04-05
2024,2024-01-05,2,1862.0,12,9.532147084848404,2025-01-05
2024,2024-01-05,2,1862.0,9,7.883434135500308,2024-10-05
2024,2024-01-05,2,1862.0,6,5.278241462740811,2024-07-05
2024,2024-01-05,2,1862.0,3,3.2897215100012054,2024-04-05
2024,2024-01-05,2,1862.0,0,1.4873425708175838,2024-01-05
2024,2024-01-05,1,7833.0,18,9.391581569413198,2025-07-05
2024,2024-01-05,1,7833.0,15,8.217842018199349,2025-04-05
2024,2024-01-05,1,7833.0,12,8.755948165916015,2025-01-05
2024,2024-01-05,1,7833.0,9,7.612428983010235,2024-10-05
2024,2024-01-05,1,7833.0,6,5.893996471037242,2024-07-05
2024,2024-01-05,1,7833.0,3,3.501013564586792,2024-04-05
2024,2024-01-05,1,7833.0,0,1.6287869714065348,2024-01-05
2024,2024-01-05,1,7153.0,18,9.056676202113566,2025-07-05
2024,2024-01-05,1,7153.0,15,8.489613386460316,2025-04-05
2024,2024-01-05,1,7153.0,12,7.847780658414038,2025-01-05
2024,2024-01-05,1,7153.0,9,8.40691235911633,2024-10-05
2024,2024-01-05,1,7153.0,6,6.76120270560022,2024-07-05
2024,2024-01-05,1,7153.0,3,4.142189569954312,2024-04-05
2024,2024-01-05,1,7153.0,0,2.2738712748975725,2024-01-05
2024,2024-01-05,1,1117.0,18,6.774066380169546,2025-07-05
2024,2024-01-05,1,1117.0,15,5.567388935956518,2025-04-05
2024,2024-01-05,1,1117.0,12,4.764804432159803,2025-01-05
2024,2024-01-05,1,1117.0,9,4.8026879642624065,2024-10-05
2024,2024-01-05,1,1117.0,6,3.864311971687443,2024-07-05
2024,2024-01-05,1,1117.0,3,3.3535493768882145,2024-04-05
2024,2024-01-05,1,1117.0,0,1.7446045542451,2024-01-05
2024,2024-01-05,2,1117.0,18,6.551810227191324,2025-07-05
2024,2024-01-05,2,1117.0,15,7.105600961615817,2025-04-05
2024,2024-01-05,2,1117.0,12,6.420279840133327,2025-01-05
2024,2024-01-05,2,1117.0,9,5.399824107215675,2024-10-05
2024,2024-01-05,2,1117.0,6,4.154690961787339,2024-07-05
2024,2024-01-05,2,1117.0,3,2.7979297350736982,2024-04-05
2024,2024-01-05,2,1117.0,0,1.184784878466678,2024-01-05
2024,2024-01-05,1,5978.0,18,7.887121289486975,2025-07-05
2024,2024-01-05,1,5978.0,15,7.501923060023687,2025-04-05
2024,2024-01-05,1,5978.0,12,7.053786584073637,2025-01-05
2024,2024-01-05,1,5978.0,9,5.3408949094545815,2024-10-05
2024,2024-01-05,1,5978.0,6,5.458003567102718,2024-07-05
2024,2024-01-05,1,5978.0,3,3.719822097819906,2024-04-05
2024,2024-01-05,1,5978.0,0,2.0120048306105818,2024-01-05
2024,2024-01-05,1,628.0,18,4.554990605170574,2025-07-05
